area,Typeoflocation,time,Weather,typeofvehicle,ageofvehicle,natureofaccidents,causeofaccidents,accidentvictimsage,eduofdriver,accordingtoResponsibilitiesofDriver,speed,roadconditions,roadfeature,typeofjunction,typeoftrafficcontrol,OwnerofTypeofVehiclesandTypeofLicence,Gender
Navale bridge,in bazar,6am-9am,heavy rain,"trucks ,tempos,tracto",6-8year,rear end collision,defect in condition of motor vehicle,unknown age,not known,did not give right of way to vehicle,50-70,Wet road,4 Lanes or more with central divider,round about junction,stop sign,owner of private vehicle,male
Navale bridge,at pedestrian crossing,12pm-3pm,cloudy,other motor vehicles,4-6year,overturning,defect in road condition,10-14years,not known,excceding lawful speed,>70,incline road,single lane,round about junction,police controlled,others,female
Wadgaon Bridge,at pedestrian crossing,9am-12pm,fine,other motor vehicles,>10,rear end collision,poor light,55-64years,upto 8th std,alcohol intake,<30,incline road,two lane,unmanned rail crossing,stop sign,regular licence,female
Pimple Saudagar,open area,12pm-3pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",4-6year,right turn collision,poor light,21-24years,9-10std,failed to give signal,50-70,speed breaker,single lane,round about junction,flashing signal/blinker,paid driver,female
Wadgaon Bridge,residential area,9pm-12am,heavy rain,other motor vehicles,>10,right turn collision,defect in condition of motor vehicle,65 and above,above 10th std,give improper signal,50-70,Kutcha Roads,3 Lanes or more without central Divider Median,four arm junction,flashing signal/blinker,learners licence,female
Khadi Machiine Chowk,near a recreation place/cinema,6pm-9pm,heavy rain,"trucks ,tempos,tracto",6-8year,right turn collision,fault of driver,25-34years,upto 8th std,cut in sharply after passing,30-50,road under construction/repair,single lane,junction with >4 arms,police controlled,without licence,male
Khadi Machiine Chowk,near hospital,6pm-9pm,light rain,2 wheeler,6-8year,skiding,poor light,<5years,upto 8th std,passed on curve,<30,rutted/pot holes,3 Lanes or more without central Divider Median,manned rail crossing,stop sign,others,male
Bhumkar Chowk,open area,9am-12pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",4-6year,overturning,fault of driver,10-14years,not known,give improper signal,>70,speed breaker,two lane,unmanned rail crossing,police controlled,others,female
Visharant Wadi,near hospital,6am-9am,cloudy,"car/jeep/taxi,buses(4 wheeler)",<1,head on collision,neglect of civic bodies,18-20years,not known,passed on hill,30-50,road under construction/repair,single lane,v junction,flashing signal/blinker,paid driver,female
Navale bridge,at pedestrian crossing,9am-12pm,cloudy,other motor vehicles,1-2year,hit and run,defect in road condition,18-20years,not known,did not give right of way to pedestrian,50-70,Wet road,3 Lanes or more without central Divider Median,staggered jucntion,police controlled,learners licence,female
Navale bridge,in bazar,3pm-6pm,heavy rain,3 wheeler,<1,overturning,defect in road condition,<5years,9-10std,failed to give signal,30-50,muddy/oily/slippery,two lane,junction with >4 arms,stop sign,paid driver,female
Wadgaon Bridge,near hospital,12am-3am,fine,3 wheeler,1-2year,collision brush/side swip,fault of driver,unknown age,not known,excceding lawful speed,<30,Wet road,3 Lanes or more without central Divider Median,four arm junction,traffic light signal,owner of public commercial vehicle,male
Navale bridge,near office complex,12pm-3pm,light rain,3 wheeler,<1,head on collision,defect in road condition,18-20years,above 10th std,alcohol intake,>70,rutted/pot holes,3 Lanes or more without central Divider Median,staggered jucntion,traffic light signal,owner of private vehicle,female
Visharant Wadi,near office complex,12pm-3pm,light rain,"trucks ,tempos,tracto",4-6year,collision brush/side swip,poor light,65 and above,not known,excceding lawful speed,>70,straight road,4 Lanes or more with central divider,manned rail crossing,police controlled,regular licence,male
Bhumkar Chowk,in bazar,6am-9am,cloudy,2 wheeler,8-10year,hit and run,defect in road condition,18-20years,not known,excceding lawful speed,30-50,rutted/pot holes,3 Lanes or more without central Divider Median,v junction,traffic light signal,owner of private vehicle,female
Bhumkar Chowk,near petrol pump,3pm-6pm,cloudy,3 wheeler,1-2year,head on collision,fault of pedestrian,45-54years,above 10th std,on wrong side of the road,30-50,rutted/pot holes,single lane,v junction,stop sign,owner of public commercial vehicle,female
Navale bridge,near bus stop,3pm-6pm,heavy rain,"trucks ,tempos,tracto",8-10year,hit and run,fault of driver,45-54years,upto 8th std,excceding lawful speed,>70,speed breaker,3 Lanes or more without central Divider Median,unmanned rail crossing,uncontolled,owner of private vehicle,female
Chandani Chowk-Bavdhan,narrow bridge or culverts,12am-3am,fine,other motor vehicles,2-4year,rear end collision,fault of driver,10-14years,upto 8th std,alcohol intake,<30,rutted/pot holes,4 Lanes or more with central divider,junction with >4 arms,uncontolled,paid driver,male
Pimple Saudagar,open area,3am-6am,fine,"trucks ,tempos,tracto",4-6year,rear end collision,fault of pedestrian,55-64years,above 10th std,alcohol intake,50-70,straight road,two lane,staggered jucntion,traffic light signal,regular licence,female
Sangamvadi,residential area,3am-6am,heavy rain,other motor vehicles,<1,collision brush/side swip,fault of pedestrian,45-54years,above 10th std,failed to give signal,<30,Surfaced Roads,single lane,junction with >4 arms,traffic light signal,regular licence,female
Chandani Chowk-Bavdhan,near petrol pump,6pm-9pm,light rain,other motor vehicles,<1,overturning,defect in condition of motor vehicle,45-54years,9-10std,on wrong side of the road,>70,Kutcha Roads,4 Lanes or more with central divider,junction with >4 arms,police controlled,paid driver,male
Chandani Chowk-Bavdhan,narrow bridge or culverts,9am-12pm,fine,"car/jeep/taxi,buses(4 wheeler)",<1,right turn collision,fault of driver,21-24years,above 10th std,on wrong side of the road,<30,speed breaker,two lane,staggered jucntion,uncontolled,without licence,male
Magarpatta City-Hadapsar,near or inside a village,3am-6am,light rain,3 wheeler,6-8year,hit and run,fault of driver,15-17years,9-10std,failed to give signal,30-50,incline road,3 Lanes or more without central Divider Median,junction with >4 arms,flashing signal/blinker,learners licence,female
Visharant Wadi,narrow bridge or culverts,3pm-6pm,light rain,3 wheeler,8-10year,rear end collision,defect in condition of motor vehicle,21-24years,not known,failed to give signal,30-50,muddy/oily/slippery,two lane,four arm junction,police controlled,paid driver,male
Magarpatta City-Hadapsar,near a factory or indu. Area,3am-6am,heavy rain,2 wheeler,6-8year,overturning,weather condition,6-9years,upto 8th std,followed too closely,50-70,Kutcha Roads,two lane,round about junction,police controlled,without licence,female
Navale bridge,near office complex,6pm-9pm,heavy rain,"car/jeep/taxi,buses(4 wheeler)",6-8year,hit and run,weather condition,65 and above,upto 8th std,give improper signal,50-70,straight road,3 Lanes or more without central Divider Median,v junction,stop sign,regular licence,male
Bhumkar Chowk,near office complex,6pm-9pm,fine,2 wheeler,8-10year,collision brush/side swip,fault of driver,55-64years,9-10std,on wrong side of the road,50-70,Kutcha Roads,two lane,manned rail crossing,stop sign,owner of private vehicle,female
Bhumkar Chowk,near a recreation place/cinema,6am-9am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",<1,head on collision,fault of driver,15-17years,not known,failed to give signal,30-50,road under construction/repair,two lane,unmanned rail crossing,traffic light signal,learners licence,male
Wadgaon Bridge,residential area,12pm-3pm,cloudy,other motor vehicles,2-4year,right turn collision,defect in road condition,<5years,not known,cut in sharply after passing,>70,Surfaced Roads,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,paid driver,female
Khadi Machiine Chowk,narrow bridge or culverts,9pm-12am,heavy rain,3 wheeler,>10,overturning,poor light,25-34years,9-10std,excceding lawful speed,30-50,Surfaced Roads,two lane,unmanned rail crossing,uncontolled,others,female
Khadi Machiine Chowk,in bazar,3am-6am,fine,3 wheeler,<1,head on collision,defect in condition of motor vehicle,21-24years,not known,followed too closely,50-70,straight road,3 Lanes or more without central Divider Median,unmanned rail crossing,police controlled,regular licence,female
Bhumkar Chowk,residential area,6pm-9pm,fine,"trucks ,tempos,tracto",6-8year,head on collision,defect in condition of motor vehicle,unknown age,9-10std,cut in sharply after passing,30-50,Kutcha Roads,3 Lanes or more without central Divider Median,junction with >4 arms,traffic light signal,owner of private vehicle,female
Magarpatta City-Hadapsar,open area,9pm-12am,cloudy,"trucks ,tempos,tracto",4-6year,head on collision,weather condition,<5years,above 10th std,did not give right of way to pedestrian,50-70,road under construction/repair,4 Lanes or more with central divider,round about junction,uncontolled,owner of private vehicle,female
Navale bridge,near or inside a village,3pm-6pm,cloudy,other motor vehicles,2-4year,overturning,weather condition,21-24years,9-10std,passed on curve,50-70,Wet road,3 Lanes or more without central Divider Median,junction with >4 arms,uncontolled,paid driver,female
Khadi Machiine Chowk,near a religious place,12am-3am,cloudy,3 wheeler,4-6year,skiding,defect in road condition,6-9years,not known,alcohol intake,>70,speed breaker,3 Lanes or more without central Divider Median,four arm junction,uncontolled,owner of private vehicle,female
Magarpatta City-Hadapsar,near a religious place,3am-6am,light rain,2 wheeler,>10,overturning,neglect of civic bodies,35-44years,above 10th std,did not give right of way to vehicle,>70,Wet road,3 Lanes or more without central Divider Median,staggered jucntion,traffic light signal,without licence,male
Chandani Chowk-Bavdhan,near or inside a village,6am-9am,cloudy,"car/jeep/taxi,buses(4 wheeler)",>10,skiding,fault of driver,55-64years,upto 8th std,did not give right of way to vehicle,50-70,Surfaced Roads,two lane,round about junction,traffic light signal,owner of private vehicle,male
Khadi Machiine Chowk,near school/college,6pm-9pm,cloudy,"car/jeep/taxi,buses(4 wheeler)",<1,collision brush/side swip,fault of pedestrian,15-17years,above 10th std,cut in sharply after passing,<30,Kutcha Roads,3 Lanes or more without central Divider Median,four arm junction,uncontolled,paid driver,male
Pimple Saudagar,narrow bridge or culverts,3am-6am,fine,2 wheeler,2-4year,skiding,fault of driver,25-34years,above 10th std,cut in sharply after passing,30-50,speed breaker,4 Lanes or more with central divider,junction with >4 arms,flashing signal/blinker,owner of private vehicle,male
Visharant Wadi,near petrol pump,6pm-9pm,light rain,"car/jeep/taxi,buses(4 wheeler)",2-4year,head on collision,poor light,65 and above,9-10std,give improper signal,<30,muddy/oily/slippery,single lane,v junction,stop sign,paid driver,female
Sangamvadi,near petrol pump,3pm-6pm,heavy rain,2 wheeler,1-2year,overturning,defect in road condition,10-14years,not known,followed too closely,<30,speed breaker,two lane,junction with >4 arms,uncontolled,paid driver,male
Magarpatta City-Hadapsar,at pedestrian crossing,9pm-12am,fine,other motor vehicles,8-10year,collision brush/side swip,fault of driver,<5years,above 10th std,alcohol intake,50-70,Kutcha Roads,single lane,unmanned rail crossing,uncontolled,regular licence,male
Sangamvadi,near school/college,9am-12pm,light rain,other motor vehicles,<1,head on collision,defect in road condition,45-54years,above 10th std,other improper passsing,<30,Kutcha Roads,two lane,unmanned rail crossing,traffic light signal,paid driver,male
Bhumkar Chowk,narrow bridge or culverts,6am-9am,fine,"car/jeep/taxi,buses(4 wheeler)",>10,hit and run,defect in road condition,unknown age,above 10th std,passed on hill,50-70,road under construction/repair,3 Lanes or more without central Divider Median,junction with >4 arms,police controlled,owner of private vehicle,female
Wadgaon Bridge,near petrol pump,3am-6am,light rain,other motor vehicles,2-4year,hit and run,fault of pedestrian,35-44years,upto 8th std,passed on hill,<30,incline road,single lane,round about junction,traffic light signal,owner of private vehicle,male
Visharant Wadi,near school/college,9am-12pm,heavy rain,other motor vehicles,>10,overturning,fault of driver,unknown age,9-10std,cut in sharply after passing,<30,incline road,two lane,v junction,uncontolled,without licence,female
Visharant Wadi,open area,12pm-3pm,cloudy,2 wheeler,2-4year,collision brush/side swip,poor light,55-64years,not known,other improper passsing,30-50,incline road,3 Lanes or more without central Divider Median,unmanned rail crossing,flashing signal/blinker,others,male
Chandani Chowk-Bavdhan,in bazar,3am-6am,light rain,"trucks ,tempos,tracto",1-2year,rear end collision,poor light,unknown age,upto 8th std,did not give right of way to pedestrian,>70,Wet road,4 Lanes or more with central divider,unmanned rail crossing,traffic light signal,owner of private vehicle,male
Pimple Saudagar,near petrol pump,6am-9am,heavy rain,"car/jeep/taxi,buses(4 wheeler)",6-8year,overturning,fault of driver,6-9years,upto 8th std,cut in sharply after passing,30-50,Wet road,two lane,round about junction,uncontolled,regular licence,male
Khadi Machiine Chowk,near a recreation place/cinema,3am-6am,light rain,other motor vehicles,2-4year,head on collision,fault of driver,25-34years,above 10th std,cut in sharply after passing,<30,speed breaker,two lane,staggered jucntion,police controlled,owner of private vehicle,female
